WaterUseSurveyCode|WaterUseSurveyDescription
1105189|LEWARD ANDERS & SONS INC-BLANKENBURG PIT
1105195|ALLEN LOGGINS & SON INC-LOOP 287 DIRT PIT
1105202|ALLEYTON RESOURCE COMPANY LLC-SMITH PLANT
1105210|AMARILLO ROAD COMPANY LP-ROCK CRUSHING FACILITY
1105212|ANDERSON COLUMBIA CO INC-AC TEJAS QUARRY
1102400|PLANTATION SERVICE INC
1102403|DALLAS DALLAS PARK
1102414|Allen Boone Humphries Robinson LLP-FORT BEND COUNTY MUD 141
1102415|LIBERTY VILLAGE BELL COUNTY
1102416|GREATER GARDENDALE WSC
1102419|AQUA TEXAS INC-WOODLAND RANCH
1102434|AQUA TEXAS INC-ESTATES OF WILLOW CREEK
1102436|HARRIS COUNTY MUD 403
1102459|KAUFMAN COUNTY FWSD  1A
1102461|NGR TEXAS ( TEXAS GENCO INC)
1102471|SOUTHERN WATER CORPORATION
1102484|FELCOR AIRPORT UTILITIES LLC
1102486|VULCAN CONSTRUCTION MATERIALS
1102492|BANK OF AMERICA (ANTARES REAL ESTATE)
1102509|WILBUR ELLIS
1102522|J C MODICA
1102531|CLEAR LAKE WATER AUTHORITY
1102541|SELLERS ESTATES MHC
1102553|THE VILLAGE APARTMENTS TEXAS PUEBLO
1102557|CEDAR RIDGE APARTMENTS
1102558|JAW BOARDWALK OF BAYTOWN LLC
1102570|LOUISIANA PACIFIC CORPORATION-JASPER OSB MILL
1102571|EAGLE FAMILY FOODS
1102576|US ARMY
1102580|Inframark-HARRIS COUNTY MUD 374
1102587|LASWELL 4
1102591|FAUBION 4
1102592|FAUBION 3
1102593|GOODMAN 4
1102604|MCLENNAN
1102608|CITY OF WOODWAY
1102613|GLIDDEN PAINT
1102620|SOUTHWEST LAND DEVELOPMENT SERVICES-SITE 2
1102622|UPPER LEON RIVER MUNICIPAL WATER DISTRICT
1102628|
1102629|RUIZ FOODS
1102630|RUIZ FOOD
1102637|HARRIS COUNTY MUD 11
1102640|SUGAR LAND RAW WATER CUSTOMERS
1102653|BROWNWOOD REGIONAL HOSPITAL
1102659|LEOS FOODS INC
1102660|FORTRESS SOLUTIONS
1102666|AGRANA FRUIT US INC
1102677|MEDICAL CENTER HOSPITAL
1102679|REDFORD PARK LIMITED
1102680|WW WEBBER LLC
1102696|DFW TANK CLEANING PLANT
1102706|SABLATURA PARK (NWSC)
1102710|ALMOST HEAVEN RV PARK
1102714|STYROLUTION AMERICA LLC/INEOS_NOVA
1102720|CONSUMERS WATER CORPORATION
1102721|CONSUMERS WATER COMPANY
1102727|NORTH FORT BEND COUNTY WA
1102737|MUNICIPAL OPERATIONS & CONSULTING INC-SPRING ISD AGRICULTURE FACILITY
1102741|BATTLEGROUND WATER CO
1102747|CHAMPS WATER COMPANY
1102753|AQUA TEXAS INC (SUMMER LAKE RANCH)
1102755|C&P UTILITES INC
1102757|SEQUOIA IMPROVEMENT DISTRICT CO
1102768|BCWK LP (BC UTILITIES)
1102775|WARREN INN
1102777|POWER FOAM
1102780|EMERALD FOREST UD
1102784|BCR WATER
1102791|MUNICIPAL GROUNDWATER SOLUTIONS
1102795|EDP WATER-HARRIS COUNTY MUD 500
1102802|CALIBER BIO THERAPEUTICS
1102816|DENTON COUNTY FWSD 10 SAVANNAH
1102824|ECO RESOURCE (IN WISE CO)
1102832|UTEX PRECISION MACHINE PRODUCTS
1102845|HILCO UNITED SERVICE H20-MURRAY HILL WS
1102876|PRAXAIR TEXAS CITY PLANT
1102877|METROPLEX QUARRY
1102879|ABLE SPRINGS WSC
1102885|ACTITECH LP
1102889|GATE GUARD SERVICES LP
1102908|CENTRAL CRUSHERS INC-SUMMIT QUARRY
1102926|MARSHALL POTTERY INC
1102931|B F E WATER
1102935|FORT BEND MUD 194
1102938|I S P ELASTOMERS
1102939|INDUSTRIAL PROCESS INS
1102943|CRMWD
1102948|FORT BEND COUNTY WCID NO 2
1102949|BEEVILLE
1102965|GRANITE CONSTRUCTION
1102972|DIAMOND POINT
1102979|TRIUMPH GROUP INCFORT WORTH
1102990|LAKES AT WESTVIEW APARTMENTS
1103003|DOG RIDGE WATER SUPPLY CORP
1103018|BASTROP COUNTY MUD 1
1103028|BRECKENRIDGE ECONOMIC DEVELOPMENT CORP
1103030|HARRIS COUNTY FRESH WATER NO 52
1103037|TLCA ROCHELLE
1103045|FLOUR CORP
1103055|IMERYS TALC
1103061|TEXSTAR HXO LLC
1103062|SOUTHWEST WATER (WISE CO)
1103067|JP SPIVEY SUPPLY
1103075|AQUA UTILITIES
1103083|VULCAN MATERIALS COMPANY-BLACKLEASE QUARRY
1103107|CITY OF CACTUS TX
1103108|LA PORTE WATER AUTHORITY
1103128|MARTIN MARIETTA MATERIALS SOUTHWEST LLC-CHICO QUARRY
1103135|ERNA FRAC SAND LC
1103150|MADDEN MATERIAL
1103157|HALLIBURTON ENERGY SERVICES-CORPUS CHRISTI GRINDING PLANT
1103158|QUADVEST INC-SHAW ACRES
1103162|CAPITOL AGGREGATES INC-AUSTIN RIVER PLANT
1103163|CAPITOL AGGREGATES INC-POTEET SAND PLANT 1 & 2
1103189|NORTH TEXAS MWD - LAKE TAWAKONI
1103199|INLAND CONTAINER CORPORATION-HIDALGO
1103212|MONTGOMERY COUNTY MUD NO. 94
1103215|AMERICAN PLANT FOOD CORP.
1103226|TXI
1103235|THE SAN ANTONIO REFINERY LLC
1103237|R&M ENERGY SYSTEMS
1103258|SUNGARD AVAILABILITY SERVICES
1103262|GEORGIA GULF
1103265|BOERNE FLAGS
1103271|ALLENDALE BAPTIST CHURCH
1103275|ALAMO 1
1103288|MATERIALS TRANSPORT
1103293|CIRCLE W OIL & GAS
1103301|WO OPERATING
1103305|MEMORIAL MONUMENT
1103306|POSADA
1103323|ALTO RURAL WSC-COLDSPRINGS PLANT
1103336|REUNION RANCH
1103338|OAK RIDGE RV RESORT
1103348|WAGON WHEEL RV PARK
1103357|SUNRAY GAS PLANT
1103364|BORDEN DAIRY COMPANY OF TEXAS
1103371|FALCON RIDGE
1103376|SOUTH TEXAS LIQUID TERMINAL
1103381|GULF CHEMICAL & METALIRGICAL
1103382|NORTHEAST TEXAS MUNICIPAL WATER DISTRICT
1103383|PEDERNALES BREWING COMPANY
1103386|BOSCO INDUSTRIES LLC
1103401|CHURCH HILL WATER SUPPLY
1103414|AWR SERVICES INC-BASTROP COUNTY MUD  1
1103417|BETHEL ASH WSC-MURPHEY PLANT
1103418|BETHEL ASH WSC-WALTON PLANT
1103420|THE CONSOLIDATED WSC-BERIA SYSTEM
1103422|BLUE RIDGE WATER SYSTEM
1103435|THE CONSOLIDATED WSC-WELDON SYSTEM
1103437|MILITARY HIGHWAY  WSC-PROGRESO
1103454|FALCON CLUB UTILITY
1103466|HARMONY WATER SYSTEM
1103485|Inframark-LANCASTER MUD 1
1103487|NEW WSC
1103490|Allen Boone Humphries Robinson LLP-NORTHEAST HARRIS COUNTY MUD 1 SHELDON R1
1103493|OLD HWY 90 WATER SERVICE
1103495|AQUA PURE-PEACH CREEK PLANTATION WATER SYSTEM
1103496|MEADOWCREST MHP
1105319|CEMEX CONSTRUCTION METERIALS SOUTH LLC-CEMEX LHOIST QUARRY & AGGREGATE DISTRIBUTION YARD
1105336|CLOVIS ALEXANDER SAND PIT
1105346|COLD SPRING GRANITE COMPANY-TEXAS PEARL QUARRY
1105350|COLD SPRING GRANITE COMPANY-AZALEA QUARRY
1105354|COLLIER MATERIALS INC-LLANO CITY SITE
1105357|COLORADO MATERIALS LTD-JAEHNE PIT
1105365|CONNERS CONSTRUCTION INC-STONEEDEN QUARRY
1105368|CONTINENTAL CREAM QUARRIES LLC-SUT QUARRY
1105377|A & S WATER SERVICES
1105383|COVIA HOLDING CORPORATION-CLEBURNE FACILITY  (IN TEXAS)
1105389|CRYER CONSTRUCTION-SAND PIT FM 2109
1105392|CSA MATERIALS INC-CHOAT QUARRY
1105393|CSA MATERIALS INC-VAUGHAN RANCH QUARRY
1105412|DEAD RIVER RANCH MATERIALS LLC - WARDLAW EAST
1105440|EL PRADO STONE LP-SCHKADE MINES
1105452|FAR SOUTH MINING LLC-THREE RIVERS PIT
1105455|FML KERMIT
1105457|FORT WORTH CRUSHED STONE CRESSON PLANT
1105459|FOUR S OIL SAND AND CLAY MINE
1105485|GEORGIA- PACIFIC GYPSUM LLC-ACME GYPSUM FACILITY
1105514|LIBERTY MATERIALS INC-MOSSHILL FACILITY
1105518|HANSON AGGREGATES LLC-ROSSER PLANT
1105519|HANSON AGGREGATES LLC-WOODLANDS PLANT
1105525|HENDERSON CONSTRUCTION-BULLARD DIRT PIT
1105541|HJG TRUCKIN COMPANY
1105544|HOLSEY MINING KNOX & HWY 19 S SITE
1105552|HRS OPERATION LLC-KERMIT 115
1105556|HUNSTSVILLE SELECT HOLDINGS
1105565|INGRAM CONCRETE LLC-SILVER SAND & GRAVEL
1105572|LION CAVE RANCH LLC-SAWS PIT
1105583|LOMAS MATERIALS LLC-PABLO BLANCO QUARRY
1105588|J A MUMME SAND AND GRAVEL-HONDO CREEK SITE
1105608|JOBE MATERIALS LP-AVISPA QUARRY
1105609|JOBE MATERIALS LP-SECTION 21 PADRE CANYON QUARRY
1105614|JONES BROS DIRT & PAVING CONTRACTORS INC-RANKIN PIT
1105617|JWS BLACKROCK INC-EGGEMEYER PIT BIG LAKE
1105646|LAPPE CONSTRUCTIN SOUTH LLC-CHAPMAN ROAD MATERIALS
1105659|WEST TEXAS ROCK RESOURCES LLC-MCMULLEN PIT
1105672|MAG DRILLING INC-MAG MATERIALS PIT
1105674|MANLEY BROS OF TEXAS LLC-ECLETO CREEK MINE
1105688|WINNIE WELDING WORKS & CONSTRUCTION INC-TRADE DAYS
1105694|WRIGHT SAND CORPORATION INC-BIG SANDY SAND
1105699|LEACH PIT
1105700|ZACK BURKETT CO-RICHARDS PIT
1105703|MAREKS SAND & GRAVEL LLC-BARNETT PROPERTY
1105708|ZAHN ENTERPRISES INC-C & D WASTE
1105711|EAST TEXAS CRUSHED ROCK PIT
1105739|MCPETERS PIT
1105751|FIRETOWER
1105773|VIRGINIA HORTON
1105786|MH TRUCKING LLC-HUGHES SAND PIT
1105789|MILLER SPRINGS MATERIALS LLC-BELL COUNTY
1105806|MULTISOURCE SAND AND GRAVEL CO LTD-SPRING WET SAND AND GRAVEL PLANT
1105809|NASH TRUCKING & CONSTRUCTION LTD-GRIFFIN PIT
1105810|NASH TRUCKING & CONSTRUCTION LTD-TOLIVAR PIT
1105831|NEMO VENTURES LLC-GOSDIN SAND PIT
1105832|NEW NGC INC-HARPER QUARRY
1105837|U S SILICA COMPANY-LIMESTONE COUNTY PLANT
1105838|NICKS SAND PIT AND MATERIALS-HARDIN COUNTY SAND PIT
1105842|VERNOR MATERIAL & EQUIPMENT CO INC-MILLER PIT
1105847|N-TEX SAND & GRAVEL OPERATING LLC-RIVER PLANT
1105849|N-TEX SAND & GRAVEL OPERATING LLC-PRICE PROPERTY
1105855|PALO ALTO SILICA SAND INC-SILICA SAND 2
1105858|VICTORY ROCK TEXAS LLC-BIG LAKE PIT
1105860|VICTORY ROCK TEXAS LLC-VR GLASSCORK 158
1105861|VICTORY ROCK TEXAS LLC-VR HOWARD COUNTY
1105865|VICTORY ROCK TEXAS LLC-MIDKIFF ROCK CRUCHER PLANT
1105888|WESSON SAND COMPANY INC-ROSHARON PIT
1105897|PERMIAN BASIN MATERIALS LLC-WUDD PIT
1105901|PERMIAN BASIN MATERIALS LLC-YATES
1105911|PRIHODA GRAVEL COMPANY-ALTAIR TX BARTON TRIANGLE
1105913|QUALITY STONE OF MINERAL WELLS LLC
1105937|RIVER AGGREGATES LLC-DANIEL RANCH PLANT
1105938|RIVER AGGREGATES LLC-242 PROJECT
1105939|RIVER BOTTOM SAND LLC-BRAZOS RIVER SITE
1105961|RSH TRUCKING INC-CR 418 SAND PIT
1105967|SALADO OPERATIONS LLC-LUEDERS LIMESTONE
1105968|SALADO OPERATIONS LLC-SALADO QUARRIES PECOS PIT
1105975|SANTA ROSA FARMS LP-FILEGONIA-MONTE ALTO
1105978|SBM FARMS LLC-PTOTE PIT WARD COUNTY
1105986|SIMPSON CRUSHED STONE LLC-NEMO PLANT
1105987|SIMPSON CRUSHED STONE LLC-SMILEY PLANT 108
1105988|SIMPSON CRUSHED STONE LLC-PILGRIM 210 PLANT
1105992|SIMPSON CRUSHED STONE LLC-FLORENCE TIER II
1105995|SMART MATERIALS INC-LIBERTY SAND PIT
1106000|SOTO HILARIO
1106004|SOUTH TEXAS AGGREGATES INC-PORTABLE CRUSHER STA 6014 - BADER PIT
1106014|SP SILICA OF MONAHANS LLC-PREFERRED SANDS OF MONAHANS
1106023|SPRINT SAND AND CLAY LLC-FRIENDSWOOD SAND PIT
1106029|SPRINT SAND AND CLAY LLC-LONGENBAUGH SAND PIT
1106036|SPRINT SAND AND CLAY LLC-CARRAWAY SAND PIT
1106038|STILLMAN ENTERPRISES LLC-P-2
1106041|STRATA MATERIALS LLC-CONGRESS SAND & GRAVEL
1106043|SUNBELT ROCK CRUSHING LLC-MESTENO PIT
1106050|SWEET HOME SAND & GRAVEL INC-FOXELL
1106063|TEXAS MATERIALS GROUP INC-AUSTIN AGGREGATES - GARFIELD PLANT
1106071|TIERRA BLANCA RESOURCES LLC-PIT
1106075|TORRES READY-MIX INC-NUECES SAND AND GRAVEL
1106082|TXI OPERATIONS LP-TIN TOP 3
1106086|CT REATY-OAKDALE LOGISTICS CENTER
1106090|LONESTAR WATER AUTHORITY
1106091|KNOX COUNTY RURAL SPECIAL UTILITY DISTRICT
1106101|SETH WARD PWS
1106110|ENDEAVOR ENERGY RESOURCES
1106111|MUNICIPAL DISTRICT SERVICES-HARRIS COUNTY MUD 538
1106117|7-ELEVEN, INC
1106122|LARSON INTERMODAL - W
1106124|STAFF WSC - LONE CEDAR
1106125|WEST JEFFERSON COUNTY SEWER
1106128|LONE STAR NGL SOUTH WEST FRAC
1106145|PARKER PRODUCTS INC
1106146|CONTI PARTNERS
1106165|GREGORY POWER PARTNERS/NRG
1106168|LATTIMORE - COLLIN CO.
1106172|SOUTHWEST ICE CREAM - COLLIN
1106178|KINGSBRIDGE MUD
1106181|BLUEBONNET W.S.C.
1106193|ANGELICA TEXTILE SERVICE
1106210|2727 STEMMONS FWY OPCOLP
1106231|MISSION PHARMACAL
1106238|ROOS WATER SUPPLY
1106244|UT  SOUTHWESTERN MED CENTER
1106248|FATH HARRY J
1106249|CREFIV  WARAMAUG DALLAS LESSEE LLC
1106253|TAYLOR FARM TEXAS INC
1103088|SIMPSON CRUSHED STONE LLC
1103100|MUNICIPAL OPERATIONS & CONSULTING INC-HARRIS COUNTY MUD 290
1103101|COFFMAN TANK TRUCKS
1103113|BLUEBELL MANOR UTILITY
1103121|TBM HEAT TREATMENT
1103124|MARTIN MARIETTA MATERIALS-GARWOOD PLANT
1103153|LA VILLA ELEMENTARY
1103166|WATER WAGON WATER HAULING SERVICE
1103177|US ARMY CORPS OF ENGINEERS
1103214|HARRIS COUNTY MUD N0. 44
1103229|TEXAS CITY TERMINAL RR - BRAZORIA
1103250|PRIVATE SOURCE 2
1103266|TRI-TRY WATER CORP
1103274|MONARCH UTILITIES LP-VISTA HILLS
1103297|LRS COMPRESSORS
1103309|AQUA TEXAS INC-CANYON LAKE MOBILE HOME ESTATES
1103321|CITY OF AUSTIN - WALNUT CREEK POTW
1103342|NORBORD TEXAS IN  (JEFFERSON)
1103345|Trophy MUD 1-TOWN OF TROPHY CLUB PUBLIC ID
1103356|EUNICE WATER SUPPY SYSTEM NM
1103389|ALTIVIA CORPORATION
1103397|IMMEL DAIRY
1103407|GEORGETOWN BAPTIST CHURCH
1103424|THE CONSOLIDATED WSC-GOLDEN ACRES
1103427|THE CONSOLIDATED WSC-CENTRAL SYSTEM
1103438|MILITARY HIGHWAY  WSC-WESLACO WTP
1103451|EAST RIO HONDO WSC-ARROYO CITY
1103469|HIDEAWAY BAY LAKE SHORES WSC
1103482|LAKESIDE WATER SUPPLY - SYSTEM 3
1103483|LAKESIDE WATER SUPPLY - SYSTEM 4
1103499|Inframark-REUNION RANCH WCID
1103509|SOUTH RUSK COUNTY WSC - COMPTON MCKNIGHT
1103530|GOLDEN WSC-PLANT 2
1103542|POLONIA WSC-SOUTH  PLANT
1103559|J.W. GREEN CONTRACTORS, INC.
1103568|TEXAS TECH #9
1103569|OIL STATES RUBBER PLANT
1103576|SOUTHWEST WATER SUPPLY
1103577|DURA TECH PROCESSES INC - PLANT 2
1103588|FAIRVIEW GARDENS MHP
1103605|TIRE RECYCLING & PROCESSING, LLC
1103610|SOUTHMOST REGIONAL WATER AUTHORITY
1103611|RUSK RURAL W S C-LOOP 343 PLANT
1103626|WEST TEXAS BORING CO., INC.
1103641|SI ENVIRONMENTAL LLC-FORT BEND COUNTY MUD 192
1103642|ASPEN POWER LLC
1103656|LYONDELL CHEMICAL CO. - NUECES
1103659|VALERO REFINING TEXAS LP-ADMIN BLDGS
1103674|BORDEN INC. CONROE
1103677|BALL METAL CONTAINER
1103694|TEXAS PARKS & WILDLIFE DEPARTMENT-SEMINOLE CANYON SP
1103706|SSI CHUSEI USA
1103709|COLONIA REVOLUCION
1103719|CRYSTAL CLEAR WSC-AIRPORT SITE
1103723|INGRAM CONCRETE LLC-BRADY PLANT
1103730|PLANTATION SERVICES INC		
1103731|BENT TREE COUNTRY CLUB 		
1103735|STONEBRIAR COUNTRY CLUB JV		
1103736|EVERGREEN ALLIANCE GOLF		
1103743|WATERVIEW DEVELOPMENT BOARD
1103750|PRESTENWOOD - THE CREEK
1103753|TENISON GOLF COURSE - CITY OF DALLAS
1103757|L.B. HOUSTON
1103772|W. CANNING
1103814|AQUA TEXAS INC-GRAND ESTATES
1103820|HALEPASKA COUNTRY LOTS
1103825|AQUA TEXAS INC-BARROW RANCH
1103846|ROCK CREEK WSC
1103848|CRYSTAL SPRINGS WATER COMPANY-LAKE CREEK FALLS
1103860|AQUA TEXAS INC-NORTH FORK ESTATES
1103866|AQUA TEXAS INC-PRAIRIE RIDGE ESTATES
1103869|AQUA TEXAS INC-SADDLE CLUB ESTATES
1103886|AQUA TEXAS INC-VALENTINE RANCH
1103890|REGIONAL WATER CORPORATION-WOODLAND OAKS SUBDIVISION
1103907|NRG TEXAS POWER LLC-COTTONWOOD ENERGY PROJECT
1103918|GLODEN PASS LNG
1103943|VR RAINTREE LP APTS
1103956|PANDA POWER SHERMAN (PRODUCTION)
1103970|TEXAS MEAT PACKERS - TARRANT
1104004|ENERVEST OPERATING, LLC
1104005|LA FAMA FOODS
1104009|BAYER MATERIAL SCIENCE (BAYCHEM - MOBAY)
1104012|CHEVRON PHILLIPS CHEMICAL CO - HARRIS
1104019|HARRIS CO. WCID #96
1104020|HOOKS MOBILE HOME PARK, LTD
1104032|TOTAL PETROCHEMICALS USA (FINA)
1104041|WOOKCREEK MUNICIPAL UTILITY DISTRICT
1104042|DUNAGIN TRANSPORTS
1104047|FPP/LCRA
1104052|EQUISTAR CHEMICALS LP- LAPORTE FACILITY
1104060|WILBARGER CREEK MUD 2
1104101|CARROLL WSC WELL 3
1104108|HICKORY RIDGE MHP
1104114|TEXAS BRINE CO LLC - PUMP STN 3
1104134|LAKESIDE WCID 2-D
1104135|WM RENEWABLE ENERGY LLC-MESQUITE CREEK LFGTE PROJECT
1104162|HELIOS PLAZA CHP PLANT
1104163|QUAIL RUN ENERGY CENTER
1104165|TARGA CO GENERATION LLC-MONT BELVIEU CONGENERATION UNIT
1104181|GREENFIELD ENERGY-NELSON GARDENS LANDFILL
1104188|BP CHEMICALS GREEN LAKE PLANT
1104192|SUNSET FARMS
1104196|FLINT HILLS RESOURCES CORPUS CHRISTI LLC-CORPUS REFINERY
1104209|NOTREES WINDPOWER LP
1104221|RANCH HAND APARTMENTS
1104223|TARRANT REGIONAL WATER  DISTRICT
1104239|UNT FRATERNITY ROW
1104247|HRA UNIVERSITY COURTYARD LLC
1104248|PROVIDENCE PLACE I
1104264|ENGINE SERVICE & SUPPLY CO.
1104266|GARDENDALE COUNTRY WATER, INC.
1104271|AXIS PIPE & TUBE-BRYAN SITE
1104282|HYDRANT METERS
1104292|HOLMES SMOKEHOUSE
1104296|HEARTHSTONE COUNTRY CLUB
1104300|HOUSTON AMMONIA TERMINAL
1104303|INTRNATIONAL GALVANIZER
1104304|EDP WATER-FORT BEND COUNTY MUD 132
1104305|MUD#46 ORWELL BALL PARK
1104310|LEON'S TEXAS CUISINE
1104317|KMB PRODUCE
1104321|BIGELOW COLORADO TX-414 LP
1104331|TEXGEN POWER-LAPORTE STATION
1104332|TOP CAT READY MIX
1104359|RED RIVER VALLEY EGG FAR
1104362|TOUCHSTONE RANCH RECOVERY CENTER
1104363|EQUESTERIAN ESTATES MHP
1104376|BLUESTONE-DELWARE SITE
1104378|HABANERO OIL & GAS OPERATIONS-PECOS COUNTY
1104380|MARK WEST ENERGY E TX GAS CO
1104385|DOS RIO STONE PRODUCTS - SALADO OPERATIONS
1104389|HELENA AGRI-ENTERPRISES LLC
1104393|ENERGY ALLOYS SERVICE LLC
1104396|COLORADO BEND SERVICE LLC
1104401|VALLEY PRESTRESS PRODUCTS
1104408|FORGE ENERGY LLC-PECOS SITE
1104412|AMERECTOR PROPERTIES INC-TORNADO COMBUSTION TECHNOLOGIES INC
1104443|KUHLMAN CELLARS
1104453|SANTA MARIA CELLARS
1104457|WEDDING OAK WINERY AT WILDSEED FARM
1104462|STELLA-JONES
1104469|MILITARY HIGHWAY  WSC-LAS RUSIAS
1104484|SKY HARBOR RANCHETTES WATER SYSTEM
1102119|HUNTINGTON UTILITY
1102123|DEER COUNTRY WSC
1102136|Inframark-HARRIS COUNTY MUD 156
1102155|PARIS ISD
1102160|ROWLETT WSC
1102163|FORT BEND COUNTY MUD 35
1102179|EVONIK
1102181|ROUND ROCK ISD
1102186|SHADY OAKS
1102193|MILL CREEK APARTMENTS
1102205|LON MORRIS COLLEGE
1102219|HEART OF TEXAS SUPPLIERS
1102221|COLONY MUD
1102243|NORTH CENTRAL TEXAS MWA
1102255|SADLERS BBQ
1102256|FORT GRIFFIN SUD
1102269|PENN ALUMINUM INTL
1102272|LOCKHEED MARTIN
1102282|DP&R WATER CORPORATION
1102287|CONSTANZO FARMS
1102294|INOVAR PACKAGING GROUP INC
1102299|PACKAGING CORPORATION (TARRANT CO)
1102318|HIDALGO COUNTY ID 16
1102363|LAUGHLIN AFB RECREATION AREA-SOUTHWIND RECREATION MARINA
1102364|MIDWAY WATER UTILITIES INC-THE RETREAT WATER SUPPLY
1102370|CROSSROADS UTILITY SERVICES-SOUTH BUDA WCID 1
1102376|Inframark-FORT BEND MUD 57
1102389|AQUA PURE-GREENBRIAR ESTATES
1102395|OAK FOREST (HAYS CO)
1102411|CARGILL MEAT SOLUTIONS CORP (HALE COUNTY)
1102422|AQUA TEXAS INC-STABLE GATES
1102435|AQUA TEXAS INC-FAIRWAY CROSSING
1102437|FULBROOK SUBDIVISION WATER PLANT
1102445|AQUA TEXAS INC-CAMILLA TWIN HARBOR
1102447|CHAMPS WATER COMPANY-ROLLING FOREST SUBDIVSION
1102454|PROFESSIONAL GENERAL MANAGEMENT SERVICES INC-OAK FOREST WSC
1102468|LAKES OF PARKWAY HOMEOWNERS ASSO
1102481|METRO NATIONAL CORPORATION
1102485|ARKEMA INC (ATOFINA)
1102497|BAKER HUGHES OIL TOOLS
1102505|W TEK
1102520|BRYSTAR CONSTRACTING INC
1102524|FORT HOOD
1102534|HICKORY CREEK
1102536|SI ENVIRONMENTAL LLC-LAMAR CISD POWELL POINT ELEMENTARY
1102537|SOUTHWEST ISD MAIN
1102542|LIL COUNTRYSIDE WSC
1102544|SHELBY WATER
1102547|TYC MCFADDEN RANCH
1102549|CHAMBERS COUNTY IMPROVEMENT DISTRICT 1
1102550|GOOSE CREEK ISD
1102563|WOODCREEK APARTMENTS
1102566|BAYVIEW APARTMENTS
1102574|UPPER TRINITY REGIONAL WATER DISTRICT
1102598|VA MEDICAL CENTER
1102614|FIRST INDUSTRIAL
1102621|TARRANT REGIONAL WATER DISTRICT
1102626|TEXAS LANDING UTILITIES-GOODE CITY
1102631|LTG WATER
1102638|INGRAM CONCRETE LLC-BIG SPRING CONCRETE PLANT
1102641|MORNINGSIDE SUBDIVISION
1102642|SAGINAW CROSSINGS APARTMENTS
1102647|MONARCH UTILITIES: PLUM CREEK WS
1102651|BROWNWOOD ISD
1102654|TEXAS DEPARTMENT OF CRIMINAL JUSTICE
1102655|STATE SCHOOL
1102656|TR HAVENS UNIT TDCJ
1102671|BROWN COUNTY PCT 3
1102688|TRI TRY WATER ASSOCIATION
1102697|CARDINAL I G PRIMARY
1102700|CHANNEL INDUSTRIES WATER AUTHORITIES
1102703|WALSH RANCH MUD
1102704|TRY CROSS COUNTY WATER SUPPLY CORPORATION
1102709|ALMSOT HEAVEN RV PARK
1102724|INDUSTRIAL TERMINALS LP
1102732|PINE VILLAGE PUBLIC UTILITY DISTRICT
1102739|THE BROWN CO
1102748|COMMONS WATER SUPPLY INC
1102749|DOUGLAS UTILITY CO
1102758|SUBURBAN UTILITY CO
1102760|WESTFIELD MOBILE HOME COMMUNITY
1102763|SANDALWOOD CIVIC CLUB CO
1102770|BAKER PETROLITE CORP
1102772|TARGA  MIDSTREAM SERVICES (CBF)
1102776|NIAGRA STEEL
1102788|NW HARRIS COUNTY MUD NO 10
1102790|MUNICIPAL GROUNDWATER SYSTEMS
1102792|BLUE WATER 130
1102797|EDP WATER-HUNTER PLACE
1102800|CHAPPAREL
1102805|EVALCA
1102812|WEST FORK TANK
1102822|Inframark-TOWN OF PROVIDENCE VILLAGE
1102838|EATON B LINE SHERMAN PLANT
1102839|NUSTAR REFINING LLC
1102840|COLONIAL CAKE CO
1102846|HILCO UNITED SERVICE H20-LIVE OAK
1102849|HILCO UNITED SERVICE H20-LAKEVIEW (ELLIS CO)
1102864|DOLLAR GENERAL
1102866|APACHE STONE QUARRY LLC
1102875|MUNICIPAL OPERATIONS & CONSULTING INC-HARRIS COUNTY MUD 62
1102881|RATTLER ROCK INC
1102890|H & B WATER HAULERS
1102898|3H TRUCKING
1102904|SAN ANTONIO WATER SYSTEMS
1102913|WISE COUNTY POWER COMPANY LLC
1102918|LUMINANT MINING CO LLC
1102920|NRG TEXAS POWER LLC
1102940|ILLINOIS TOOL WORKS
1102942|HANNA PIT
1102964|MARGIE PRESS
1102976|FRITCH HWY WATER ASSOCIATION
1102987|MONTGOMERY COUNTY
1102995|MODA INGLESIDE ENERGY CENTER
1102999|CITY OF AUSTIN-NACOGDOCHES GENERATING FACILITY
1103012|LEGEND NATURAL GAS IV
1103013|TRIUMP GROUP INC
1103019|TEXAS RANGERS
1103021|TEXAS INSTRUMENTS
1103031|SESA
1103033|DCURA IRRIG
1103047|CONVENTION CENTER
1103064|JUPE FEED INC
1103066|SPIVEY STATE COMPANY
1103070|AIR LIQUIDE CHANNELVIEW
1103074|COLORADO RIVER MWD-NORTH WELL FIELD
1103085|GERONIMO CREEK QUARRY
1103090|SUPERIOR SILICA  SANDS-KOSSE MINE
1103093|LCS(STWA&NWSC)
1103094|LOUS WATER WORKS
1103095|PEPSI COLA BOTTLING COMPANY ABILENE PLANT
1103096|GFRC CLADDING SYSTEMS
1103119|FOREST PARK CEMETERY
1103126|TEXAS AGGREGATES LP BASTROP PLANT
1103130|MARTIN MARIETTA MATERIALS SOUTHWEST LLC-HONDO QUARRY
1103152|LCS (NEW) HIDALGO
1103156|AMERICAN WATER PURIFICATION INC
1103159|NW HARRIS COUNTY MUD NO 5
1103175|FML SAND LLC
1103179|LOWER COLORADO RIVER AUTHORITY LCRA LAKE AUSTIN
1103180|MUNICIPAL CUSTOMERS
